1.00 -0.02 0.03 0.02 -0.01 0.01 -0.04 0.02 0.02 0.02 0.06 0.01 0.01 0.04 -0.08 -0.01 -0.03 -0.05 0.04  | 1.02 0.03 0.07 -0.01 0.00 -0.01 0.04 -0.02 -0.03 -0.01 -0.06 0.01 0.00 -0.04 0.08 -0.08 0.02 0.06 -0.14 
-0.02 1.00 -0.02 0.00 0.06 -0.04 -0.04 0.04 0.05 0.03 0.03 0.03 0.05 0.05 -0.02 0.00 -0.03 -0.01 -0.02  | 0.03 1.02 -0.13 0.00 -0.06 0.04 0.04 -0.03 -0.05 -0.03 -0.03 -0.05 -0.05 -0.04 0.03 0.13 0.03 0.01 0.20 
0.03 -0.02 1.00 0.00 0.00 0.01 -0.07 -0.02 0.05 0.01 -0.01 -0.03 -0.08 -0.04 0.01 -0.02 0.04 0.00 0.73  | 0.07 -0.13 13.64 -0.18 0.02 0.05 -0.04 0.11 -0.23 0.03 0.00 1.62 0.42 0.02 -0.13 -11.37 -0.18 0.20 -17.55 
0.02 0.00 0.00 1.00 0.02 0.02 0.06 0.03 0.03 0.05 0.04 0.03 0.02 -0.02 -0.05 -0.03 -0.02 0.03 0.02  | -0.01 0.00 -0.18 1.02 -0.03 -0.02 -0.06 -0.03 -0.03 -0.04 -0.04 -0.05 -0.03 0.03 0.05 0.18 0.02 -0.03 0.24 
-0.01 0.06 0.00 0.02 1.00 0.01 0.01 -0.03 -0.01 -0.01 0.04 -0.02 0.00 0.03 0.06 0.04 0.01 0.02 -0.03  | 0.00 -0.06 0.02 -0.03 1.01 -0.02 -0.01 0.03 0.01 0.01 -0.04 0.02 0.00 -0.02 -0.06 -0.06 -0.01 -0.02 -0.02 
0.01 -0.04 0.01 0.02 0.01 1.00 0.01 -0.03 0.02 0.03 -0.03 0.02 0.01 0.01 0.00 -0.03 0.02 0.04 0.04  | -0.01 0.04 0.05 -0.02 -0.02 1.01 0.00 0.03 -0.01 -0.03 0.03 -0.01 -0.01 -0.01 0.00 -0.02 -0.02 -0.04 -0.08 
-0.04 -0.04 -0.07 0.06 0.01 0.01 1.00 0.00 -0.03 -0.02 0.02 -0.03 0.00 0.00 0.02 -0.05 0.02 0.01 -0.03  | 0.04 0.04 -0.04 -0.06 -0.01 0.00 1.02 0.00 0.02 0.02 -0.02 0.02 0.00 0.00 -0.02 0.16 -0.02 -0.01 0.16 
0.02 0.04 -0.02 0.03 -0.03 -0.03 0.00 1.00 0.03 0.08 0.00 -0.02 0.02 0.01 0.03 -0.03 -0.03 -0.06 0.01  | -0.02 -0.03 0.11 -0.03 0.03 0.03 0.00 1.02 -0.03 -0.08 0.00 0.03 -0.02 -0.01 -0.03 -0.05 0.02 0.06 -0.12 
0.02 0.05 0.05 0.03 -0.01 0.02 -0.03 0.03 1.00 0.02 -0.06 0.08 -0.01 0.05 0.05 -0.03 -0.01 0.03 0.05  | -0.03 -0.05 -0.23 -0.03 0.01 -0.01 0.02 -0.03 1.03 -0.01 0.07 -0.10 0.00 -0.05 -0.05 0.19 0.01 -0.04 0.25 
0.02 0.03 0.01 0.05 -0.01 0.03 -0.02 0.08 0.02 1.00 0.01 -0.02 0.00 0.01 0.01 -0.01 -0.03 0.01 0.01  | -0.01 -0.03 0.03 -0.04 0.01 -0.03 0.02 -0.08 -0.01 1.01 0.00 0.03 0.01 -0.01 -0.01 -0.03 0.02 -0.01 -0.05 
0.06 0.03 -0.01 0.04 0.04 -0.03 0.02 0.00 -0.06 0.01 1.00 0.04 0.00 0.03 0.00 0.00 -0.05 0.03 0.00  | -0.06 -0.03 0.00 -0.04 -0.04 0.03 -0.02 0.00 0.07 0.00 1.02 -0.04 0.01 -0.03 -0.01 0.00 0.05 -0.03 0.00 
0.01 0.03 -0.03 0.03 -0.02 0.02 -0.03 -0.02 0.08 -0.02 0.04 1.00 -0.03 0.05 0.02 0.02 -0.06 -0.03 0.05  | 0.01 -0.05 1.62 -0.05 0.02 -0.01 0.02 0.03 -0.10 0.03 -0.04 1.22 0.08 -0.05 -0.03 -1.45 0.04 0.07 -2.20 
0.01 0.05 -0.08 0.02 0.00 0.01 0.00 0.02 -0.01 0.00 0.00 -0.03 1.00 0.02 -0.04 0.02 -0.02 -0.02 -0.05  | 0.00 -0.05 0.42 -0.03 0.00 -0.01 0.00 -0.02 0.00 0.01 0.01 0.08 1.02 -0.02 0.04 -0.33 0.02 0.03 -0.48 
0.04 0.05 -0.04 -0.02 0.03 0.01 0.00 0.01 0.05 0.01 0.03 0.05 0.02 1.00 0.01 0.02 0.01 0.02 -0.04  | -0.04 -0.04 0.02 0.03 -0.02 -0.01 0.00 -0.01 -0.05 -0.01 -0.03 -0.05 -0.02 1.01 -0.01 0.00 -0.02 -0.02 0.03 
-0.08 -0.02 0.01 -0.05 0.06 0.00 0.02 0.03 0.05 0.01 0.00 0.02 -0.04 0.01 1.00 0.00 -0.02 -0.02 0.00  | 0.08 0.03 -0.13 0.05 -0.06 0.00 -0.02 -0.03 -0.05 -0.01 -0.01 -0.03 0.04 -0.01 1.02 0.11 0.02 0.02 0.17 
-0.01 0.00 -0.02 -0.03 0.04 -0.03 -0.05 -0.03 -0.03 -0.01 0.00 0.02 0.02 0.02 0.00 1.00 0.05 0.03 -0.66  | -0.08 0.13 -11.37 0.18 -0.06 -0.02 0.16 -0.05 0.19 -0.03 0.00 -1.45 -0.33 0.00 0.11 11.30 0.07 -0.21 15.85 
-0.03 -0.03 0.04 -0.02 0.01 0.02 0.02 -0.03 -0.01 -0.03 -0.05 -0.06 -0.02 0.01 -0.02 0.05 1.00 0.02 -0.02  | 0.02 0.03 -0.18 0.02 -0.01 -0.02 -0.02 0.02 0.01 0.02 0.05 0.04 0.02 -0.02 0.02 0.07 1.02 -0.01 0.19 
-0.05 -0.01 0.00 0.03 0.02 0.04 0.01 -0.06 0.03 0.01 0.03 -0.03 -0.02 0.02 -0.02 0.03 0.02 1.00 -0.01  | 0.06 0.01 0.20 -0.03 -0.02 -0.04 -0.01 0.06 -0.04 -0.01 -0.03 0.07 0.03 -0.02 0.02 -0.21 -0.01 1.02 -0.28 
0.04 -0.02 0.73 0.02 -0.03 0.04 -0.03 0.01 0.05 0.01 0.00 0.05 -0.05 -0.04 0.00 -0.66 -0.02 -0.01 1.00  | -0.14 0.20 -17.55 0.24 -0.02 -0.08 0.16 -0.12 0.25 -0.05 0.00 -2.20 -0.48 0.03 0.17 15.85 0.19 -0.28 24.41 
