1.00 -0.01 0.03 -0.04 -0.01 -0.01 0.03 -0.03 -0.01 -0.03 0.03 -0.04 0.05 -0.03 0.03 -0.01 0.04 0.05 -0.02 0.17  | 1.77 0.02 -0.35 0.14 0.08 0.03 0.00 0.06 0.03 2.73 0.55 1.47 -0.11 0.57 -0.04 0.09 -0.06 -0.76 0.00 -3.42 
-0.01 1.00 0.03 0.00 -0.01 -0.04 0.02 -0.02 0.03 -0.02 -0.05 0.03 -0.01 0.02 0.01 -0.01 0.01 -0.04 0.02 0.00  | 0.02 1.01 -0.03 0.01 0.01 0.05 -0.02 0.03 -0.03 0.08 0.05 0.01 0.01 0.00 -0.01 0.01 -0.01 0.03 -0.02 -0.07 
0.03 0.03 1.00 0.01 -0.02 0.01 0.03 -0.05 0.03 -0.03 -0.01 0.01 0.05 -0.02 0.02 0.02 0.00 -0.07 -0.06 -0.10  | -0.35 -0.03 1.16 -0.04 -0.02 -0.01 -0.05 0.04 -0.04 -1.14 -0.24 -0.63 -0.02 -0.22 -0.02 -0.05 0.00 0.39 0.07 1.48 
-0.04 0.00 0.01 1.00 0.01 0.00 0.02 0.00 -0.04 -0.01 0.00 -0.01 0.03 -0.02 0.01 0.02 0.08 -0.07 -0.01 0.01  | 0.14 0.01 -0.04 1.03 0.00 0.01 -0.02 0.01 0.04 0.34 0.07 0.19 -0.04 0.08 -0.02 -0.01 -0.08 -0.02 0.00 -0.41 
-0.01 -0.01 -0.02 0.01 1.00 -0.01 -0.04 0.05 -0.03 0.04 0.03 0.00 0.02 0.01 -0.01 -0.01 0.02 0.01 0.00 0.05  | 0.08 0.01 -0.02 0.00 1.01 0.01 0.04 -0.05 0.03 0.21 0.03 0.13 -0.03 0.04 0.00 0.02 -0.02 -0.08 0.00 -0.31 
-0.01 -0.04 0.01 0.00 -0.01 1.00 0.02 -0.01 0.01 -0.01 -0.01 0.05 0.01 -0.03 0.02 0.00 0.02 -0.06 -0.02 0.03  | 0.03 0.05 -0.01 0.01 0.01 1.01 -0.02 0.02 -0.01 0.10 0.03 0.00 -0.02 0.05 -0.03 0.01 -0.02 0.03 0.02 -0.12 
0.03 0.02 0.03 0.02 -0.04 0.02 1.00 -0.02 -0.02 0.02 -0.03 0.01 -0.02 0.02 0.00 0.02 0.03 0.01 0.05 0.03  | 0.00 -0.02 -0.05 -0.02 0.04 -0.02 1.01 0.01 0.02 0.09 0.05 0.05 0.02 0.00 0.00 -0.02 -0.03 -0.04 -0.05 -0.14 
-0.03 -0.02 -0.05 0.00 0.05 -0.01 -0.02 1.00 0.06 -0.03 0.04 0.02 -0.04 0.02 -0.04 0.00 0.02 -0.05 0.02 0.01  | 0.06 0.03 0.04 0.01 -0.05 0.02 0.01 1.02 -0.06 0.16 -0.02 0.04 0.03 0.00 0.04 0.01 -0.02 0.03 -0.03 -0.15 
-0.01 0.03 0.03 -0.04 -0.03 0.01 -0.02 0.06 1.00 0.00 0.02 -0.01 -0.02 0.05 0.04 0.00 0.04 0.00 -0.01 0.00  | 0.03 -0.03 -0.04 0.04 0.03 -0.01 0.02 -0.06 1.02 0.05 -0.01 0.04 0.01 -0.04 -0.04 0.01 -0.04 -0.02 0.01 -0.07 
-0.03 -0.02 -0.03 -0.01 0.04 -0.01 0.02 -0.03 0.00 1.00 0.05 -0.02 -0.05 -0.01 -0.05 -0.01 0.02 -0.01 0.04 0.79  | 2.73 0.08 -1.14 0.34 0.21 0.10 0.09 0.16 0.05 10.74 2.02 5.17 -0.18 1.97 0.03 0.29 -0.05 -2.58 -0.10 -12.30 
0.03 -0.05 -0.01 0.00 0.03 -0.01 -0.03 0.04 0.02 0.05 1.00 -0.08 0.03 0.01 -0.01 0.07 0.00 0.04 -0.05 0.18  | 0.55 0.05 -0.24 0.07 0.03 0.03 0.05 -0.02 -0.01 2.02 1.47 1.18 -0.08 0.42 0.00 -0.01 0.01 -0.59 0.04 -2.63 
-0.04 0.03 0.01 -0.01 0.00 0.05 0.01 0.02 -0.01 -0.02 -0.08 1.00 -0.03 -0.04 -0.01 0.00 -0.06 -0.05 0.02 0.39  | 1.47 0.01 -0.63 0.19 0.13 0.00 0.05 0.04 0.04 5.17 1.18 3.75 -0.09 1.09 0.00 0.14 0.04 -1.33 -0.05 -6.52 
0.05 -0.01 0.05 0.03 0.02 0.01 -0.02 -0.04 -0.02 -0.05 0.03 -0.03 1.00 -0.02 0.03 0.00 -0.01 0.00 -0.02 -0.07  | -0.11 0.01 -0.02 -0.04 -0.03 -0.02 0.02 0.03 0.01 -0.18 -0.08 -0.09 1.02 -0.03 -0.02 -0.01 0.01 0.06 0.02 0.30 
-0.03 0.02 -0.02 -0.02 0.01 -0.03 0.02 0.02 0.05 -0.01 0.01 -0.04 -0.02 1.00 0.04 0.03 -0.02 -0.01 0.04 0.14  | 0.57 0.00 -0.22 0.08 0.04 0.05 0.00 0.00 -0.04 1.97 0.42 1.09 -0.03 1.41 -0.04 0.03 0.01 -0.51 -0.04 -2.48 
0.03 0.01 0.02 0.01 -0.01 0.02 0.00 -0.04 0.04 -0.05 -0.01 -0.01 0.03 0.04 1.00 0.00 -0.08 0.05 0.07 -0.05  | -0.04 -0.01 -0.02 -0.02 0.00 -0.03 0.00 0.04 -0.04 0.03 0.00 0.00 -0.02 -0.04 1.03 0.01 0.08 -0.05 -0.08 0.03 
-0.01 -0.01 0.02 0.02 -0.01 0.00 0.02 0.00 0.00 -0.01 0.07 0.00 0.00 0.03 0.00 1.00 -0.02 0.00 0.04 0.03  | 0.09 0.01 -0.05 -0.01 0.02 0.01 -0.02 0.01 0.01 0.29 -0.01 0.14 -0.01 0.03 0.01 1.02 0.01 -0.08 -0.04 -0.35 
0.04 0.01 0.00 0.08 0.02 0.02 0.03 0.02 0.04 0.02 0.00 -0.06 -0.01 -0.02 -0.08 -0.02 1.00 0.01 -0.05 0.00  | -0.06 -0.01 0.00 -0.08 -0.02 -0.02 -0.03 -0.02 -0.04 -0.05 0.01 0.04 0.01 0.01 0.08 0.01 1.03 0.00 0.05 0.04 
0.05 -0.04 -0.07 -0.07 0.01 -0.06 0.01 -0.05 0.00 -0.01 0.04 -0.05 0.00 -0.01 0.05 0.00 0.01 1.00 0.00 -0.22  | -0.76 0.03 0.39 -0.02 -0.08 0.03 -0.04 0.03 -0.02 -2.58 -0.59 -1.33 0.06 -0.51 -0.05 -0.08 0.00 1.72 0.02 3.28 
-0.02 0.02 -0.06 -0.01 0.00 -0.02 0.05 0.02 -0.01 0.04 -0.05 0.02 -0.02 0.04 0.07 0.04 -0.05 0.00 1.00 0.03  | 0.00 -0.02 0.07 0.00 0.00 0.02 -0.05 -0.03 0.01 -0.10 0.04 -0.05 0.02 -0.04 -0.08 -0.04 0.05 0.02 1.02 0.08 
0.17 0.00 -0.10 0.01 0.05 0.03 0.03 0.01 0.00 0.79 0.18 0.39 -0.07 0.14 -0.05 0.03 0.00 -0.22 0.03 1.00  | -3.42 -0.07 1.48 -0.41 -0.31 -0.12 -0.14 -0.15 -0.07 -12.30 -2.63 -6.52 0.30 -2.48 0.03 -0.35 0.04 3.28 0.08 15.56 
